,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,mirrored
13_9000_30,0.0010480427566715,0.0008214022192365,0.0023108987891358,-0.0005701920917119,-0.0001612897135559,0.0063573918825932,0.0020417259150327,-0.0030991274475029,-0.0066207636610015,-0.0223126278641535,0.0186940552209638,-0.0122591952666799,-0.0063169834832194,-0.0003518524438821,0.0039723075381877,-0.0059920597895084,0.001074756040685,0.0067136754672102,0.0029050226118839,0.0035393440667966,6.0160494071681686e-05,-0.0030447110939492,0.0006786660125016,-0.0124368261036522,-0.0049998556404879,-0.002307384638463,0.0050246963985098,-0.0023123079764396,-0.0027341820879857,0.0057171770106406,0.0079352185815266,0.0004622772239744,0.0075740480779217,0.0051004373620497,-0.022428131531325,0.0032152029400912,-0.0100415165610314,0.0026373280807976,-0.000176480122182,0.0025450817196445,0.0003662642859959,-0.0006374990907435,0.0058724869390054,-0.0035911311105864,0.0001749826995829,-0.0103248404993981,N
14_9000_30,0.0009452301128187,-0.0026380264507811,0.0026134523586859,0.0048549196436939,-0.0019000616591898,0.0029819212235114,0.0013096226843411,0.0012683587841962,0.0035263072172631,-0.0134673711334559,-0.0129789040702739,0.0181149610489437,0.0008038633037418,-0.0019365258536684,0.0040859061441109,0.0097326730916917,-0.0026880642013422,0.0054239361988759,0.0006967560023442,0.0010326136968167,-0.0018208960262483,-0.0032553291319199,-0.0024769052881057,-0.0143430550915576,-0.0058711669889231,0.0155832470756338,-0.0001051034200759,-0.0133191351921344,-0.0029702587091707,-0.0004302341003753,-0.0039981080641308,0.0028159803366271,0.002300749515195,0.0015500201931576,0.0060596616335637,0.0018770518293325,-0.0119030503803983,0.0029874110712557,-0.0006345405901998,-0.0007943403680928,0.0025163955358589,-0.0009155468767637,-0.0003055286946733,0.0020403854035481,0.0014433915110466,-0.0018568963363546,N
15_9000_30,-0.000666117764429,0.0025353335142321,0.0035119704273196,0.0066754170929258,-0.0034649648875086,0.0007034631362863,-0.0007492382874878,0.0021331681174469,-0.002015534753812,-0.0005043966301798,-0.0140304757179232,0.0135199056375984,-0.001233813803337,-0.0034175592091192,-0.0039931951584297,0.0115134853976553,-0.0026115925550307,0.0037665454248766,0.0033855251100527,0.000911362762177,0.001572261986858,-0.0089221923784457,-0.002063964826053,-0.0095741840555032,-0.0073283690347018,0.0076017465736772,-0.004247002787015,-0.0053107888332301,-0.0059047945507697,-0.0012443277317687,-0.0058666285244869,0.0068729578891775,0.0033308274614007,0.0028583507076167,0.0050681253781675,0.0026901070260969,-0.0152731319508506,7.875489157678897e-05,8.387689309846856e-05,0.0004480567691504,0.0003180367452601,0.001931669368209,0.0017197385138728,-0.0004708900612214,-0.0013172126760218,-0.0016059231522167,N
16_9000_30,0.0008670299569879,0.0014152567983415,0.0014220876770051,0.0002909576147685,-0.0001618194920525,0.0010930848560578,-0.0009099293549897,0.0015138881642731,0.0011206562302864,-0.0251142942715272,-0.0190137987769693,0.0047186216759178,6.172679062681429e-05,-0.0016526963242869,0.0050751102235248,0.0029235200507617,-7.326092231355615e-05,0.0115324275691683,0.0065902681951874,0.0012448907893913,-0.0022071651115469,-0.0043085574037908,-0.0099456446813165,-0.0102977836400797,-0.0107802799779312,0.0159262706195297,0.0046793343127748,-0.0139241923860007,-0.0016133942753985,0.0015945284815083,0.0027813255196638,0.0009623086373921,0.0001789112677242,0.0027491719639189,0.0041029043198375,0.0055233132707939,0.0080698907715569,0.0004071868855156,-0.0006269204624649,-0.0006712449454549,0.001383171359361,-0.0003939427460806,-0.0010623799396115,0.0007255148436591,-5.703505463232432e-05,-0.0008863171187056,N
17_9000_30,0.0024381646993092,0.0025635337125485,-0.0008985820739301,0.0010702986292269,-0.0032293406016645,0.0010498063698802,-0.0009409738548481,-0.0013788921384079,-0.0034475550481351,-0.0161183329086446,-0.0041632614010166,0.0224050331821947,-0.0018856837938882,-0.0010403731450661,0.0037374350230047,0.0076166983977136,-0.0050050511618288,0.0020270839018883,0.0001803104560181,0.012688311998354,-0.0019044660730911,-0.0072538787777366,-0.0134723397090581,-0.0140661326531802,-0.0075289589895051,0.0064630737466473,0.0062044764315185,-0.0025906805130445,-0.0055614182845186,0.0005972299984413,0.0015888059356921,0.000633492733082,-0.0010517139897315,0.0020890510030905,-0.0057012233163532,-0.0027578733334923,-0.0204268981416607,0.0036057290976323,-0.0010149502842005,0.0038274534839767,0.0038226050010216,-0.0012911237775776,-0.0002034187373925,-0.0018884875245259,0.0022899882659627,0.0028859760540278,N
18_9000_30,0.0003176760477448,0.0011617552998646,0.0001745860869076,-0.0006751568418439,0.0001499174697045,-0.0004462403623982,-0.0017724862285173,0.0025769047455548,0.00208400986722,-0.0131023042039227,-0.0041606221163741,0.0116526802720995,-0.0008205525491128,-0.0026310599578883,0.0074247830376559,0.009677814085978,0.0019141630548981,0.0080851570363051,0.0081715727988251,0.0088767536669801,-0.0033755608514303,-0.0059306461535362,-0.0072882389564753,-0.0058294722460861,-0.0114842062893509,-0.0042214468826016,0.0033412196492988,-0.0097167692296824,-0.0045578547058646,0.0009588052588115,-0.0003552968258286,0.0026130512695898,0.0020057130996759,0.0031150078195482,-0.001092801538383,0.0019820019899334,0.0023176555242175,0.0015616839306136,2.0969605532916945e-05,0.0015306413188254,-0.0005567021617935,0.0014874928310775,-0.0008464738060258,0.000117407677257,0.0018498370601823,-0.0017086001607025,N
19_9000_30,3.553573415183984e-05,0.0002304740817252,-0.0005817755496275,0.0001884237175165,0.0010790426111284,-0.0003609277310411,-0.0007199210073511,0.0005034776448114,0.0021385539629286,-0.0159221239536977,0.0018516457921729,0.0063262530695295,0.0036441829096431,-0.0012743007340558,0.0108460076068317,0.0028658837996508,-0.000816924808774,0.0083959035220121,0.0057930033215681,0.0031642783103814,-0.0154435008676896,-0.0067214081782722,-0.0185502097973302,-0.0042492887802266,-0.0124955502365021,-0.0070912110062926,0.0013140139319042,-0.0067249530485936,-0.0079705835746691,-0.0018634082282811,0.0015760783768147,0.0009000740389294,0.0013128612078951,0.0138128835656144,-0.0173709805268897,0.0054163573458189,0.0260339484810383,0.0027662804872322,-0.0009137618695813,-0.0017907888203762,-0.0024015548323456,0.0007163730769909,-0.0002182429667858,0.0021814045944227,-0.00098952082445,-0.0006534496699185,N
20_9000_30,0.0013960653280488,0.0008917127012714,-0.0015839308793969,0.0021887712454233,0.0006517900572275,-0.0006439617914142,-3.166797945568031e-05,0.0007747641525912,-0.000978652594585,-0.0089942145061726,-0.0098109506507584,0.0103881396857627,-0.0007563847111831,6.196188486973452e-05,0.0059620879716591,0.0122742915560972,-0.0006449381911817,0.0101557561519362,0.0061444057796611,0.005079388565641,-0.0061406589455527,-0.011273360786073,-0.0126198866391049,-0.0065251621686428,-0.0102606470466156,-0.0034680383395821,-0.0038215783091468,-0.010306152784791,-0.0077404514465976,0.0009033081600275,0.0022862551360482,0.0038997855729426,0.0014557526490198,0.0091042037181376,0.0047071144294728,-0.0016549707428192,0.0031131390998714,-0.0002242629082121,-0.0004758209720981,-3.385092525029498e-05,0.0009534072618383,-0.0001258220648506,-0.0002806542629977,-9.014302870176852e-05,-0.0015559553918101,-0.0013918308536464,N
21_9000_30,0.0025681269295147,-0.0026576597091739,0.0011025411986796,0.0024200300494046,0.0007619175170579,-0.0010412166345398,-0.0012670356837558,0.0043550133502596,-0.004494780547252,-0.0116109322972689,0.0004309421435604,0.0263494175964207,0.0031983435865079,-0.0017195297488496,0.0130399212961951,0.0017573007700278,0.0011572758003072,0.0052566297175419,0.0042721752599962,0.0012022716174026,-0.000498391096244,-0.0115026704501371,-0.006142459414925,-0.0168491562544265,-0.0058416762505514,-0.0033986818672848,-0.0017044369112327,-0.0093685622258439,-0.0168492214354296,0.0003788429578909,0.0014262464980971,-0.0010541537310986,0.0033272785384303,0.008698631573549,-0.0097200370987194,0.0070496881664464,-0.0059732188217067,0.0005959182126808,-0.0009450399489888,0.0010786199771465,0.0020918158454293,0.0006891392194939,-0.0017193204455771,0.0021080425662742,-0.0008983738179208,-0.0002054928227701,N
22_9000_30,0.001359729197815,0.0005714106192903,-0.0016560919378832,0.0016277638191491,0.0012224296179855,-4.90732916178365e-05,0.0020201855391597,0.0015977902551408,-0.0004144418776335,-0.0202798869648851,-0.0123788432134939,0.0041298540186893,-0.0008530486481144,-0.0037522864979897,0.011340940274237,0.0083000402551551,0.0003152944871177,0.0039334900894582,0.0132805000334858,0.0049697573830908,-0.0007771791621344,-0.0054632059323251,-0.0191790985491481,-0.00626150044324,-0.013287761270866,-0.0041986139839161,-0.0020121672668611,-0.0112584301408466,-0.0078494589121205,0.0101317475744249,-0.0008957064728163,0.0008738581009968,0.0023383374542387,0.0021218488126404,-0.0062398530904456,0.0053675945533575,0.0088654029808424,-0.0012956204158494,0.0002229009141936,0.0034122413448546,0.0010153633089582,0.0019244135942607,0.0017708031205004,0.0018956811642995,0.0002818296271431,0.0008092877935616,N
23_9000_30,0.0009216658088079,-7.9987201948311e-05,0.0028928736951816,0.0008716988738923,-0.0031389312734438,-0.0003458209468847,0.0016477316826134,0.0007635014912377,0.001839815874077,-0.0097232294509154,-0.0051184786663961,0.0059234444935465,-0.0015876599021042,-0.0010681132439586,0.0110044890222076,0.0076195764942514,0.0003718783743918,0.008846391608906,0.0016835397951334,0.0065289319899008,-0.004314009714445,-0.0098831256749252,-0.0158082176472236,-0.0124231896651589,-0.0106494611887408,-0.0048878190992444,-0.0012982863902687,-0.0189278704047121,-0.0168220689106583,0.0015582462009456,0.0067731801814411,-0.0011832125519739,0.0036930549672056,0.0140152755501182,-0.0147216099864148,-0.0005473017980261,0.0150802201960639,0.0013528887844375,0.0020363801894089,-2.90246253190266e-05,0.0004970400024332,-0.0006506249675666,-0.0015868849456659,0.0015220881793763,-0.0002438042946169,-0.0014977946065524,N
24_9000_30,-0.0001107553449245,-6.272891884729452e-05,8.303546244092845e-05,0.0021469563309166,-0.0014804983882785,-0.0039353901299703,0.0003975548030119,-0.0013009726545134,0.0005686910203032,-0.0007944890319682,-0.0119371507082698,0.0236145918219281,-0.0023659565564668,-0.0031199367072267,0.0063486288628664,0.0044046013606011,-0.0004837984543864,-0.000566171263149,0.0172177383498159,0.0082147817771579,-0.0018511816515736,-0.0054604377760908,-0.0106440267517455,-0.0043833539547071,-0.0174903246001648,-0.0026308412991065,0.0090111369204998,-0.0015851272320954,-0.0046167096143118,-0.0037522368681026,-0.0008527761391199,0.0033452054621778,0.0023724909466733,0.002473979857716,-0.012235555488439,0.0022144271373906,-0.0265593243852645,0.0007917918937431,-0.0007820330662291,0.0037028759637586,-0.0007785478145624,0.003085892667779,-0.0006587685566684,0.0013249141929083,0.0039650926677377,-0.0120590257510219,N
25_9000_30,-0.0004855038256463,-3.193342729041508e-05,0.00034145493763,-0.0028010989956888,0.0007404020664472,-0.0003060164029928,-0.0024456103629491,0.001281473820657,0.0025317646797263,-0.0037302089449416,0.0055638724736581,0.0150181458858604,-0.0010629674029739,-0.0023885457046903,0.0173517892091579,0.0022814002074172,-0.0012749488042214,0.0008031877249535,0.022374165095199,-0.0022647381510596,-0.000958501362778,-0.0056560834853633,-0.00556112223562,-0.0093953534176764,-0.0070287648488145,-0.0053157052024373,0.008922812732206,0.0005209759769994,-0.0044217531580244,-0.0072178595546221,0.0027442657842032,0.0035675293697304,0.003899787031147,0.0038687914245699,-0.0183933736716084,0.0016443530834755,-0.0348054900341629,-0.0011632895186633,0.0008667854082349,0.0042848471139553,0.0001733155193063,0.0002837601093972,-0.0013258910872881,-9.61759969050801e-05,-0.0037501611476122,-0.0011278650084326,N
26_9000_30,0.0018076528051035,-0.0004192013742755,0.0007279161085783,0.00103543504741,-0.0002806751798641,-0.0006373444293957,0.0012347963935245,0.0010326386134151,0.0026533974727942,-0.0282014837781762,0.0316035507572009,0.0110250658626628,0.0056943035963448,-0.0007113310763608,0.0097940293000203,0.0062472747097624,0.0008502723203182,-0.0072836819900031,0.0136934433842017,-0.0034146246531452,-0.0021638666370746,-0.0073404847604195,-0.0031763128609802,-0.0204648245766527,-0.0115483785817801,-0.0035679470719059,0.0042582867326517,-0.0078023046809153,0.0042586369230803,0.0004625757383565,0.0029271381990644,0.004014025350884,0.0013171437526514,-0.000195953998307,-0.0140299866654528,-0.0058160569938328,-0.0184584455298284,0.0026238096357437,0.0020892552423193,0.000335730535535,0.0016896746486259,0.0005558097688109,-0.0011831160252596,0.0018181641259509,0.0010987236465052,6.030192394327324e-05,N
27_9000_30,0.0044807818683414,0.000714477579436,-0.0001802648094214,0.0002275235565274,0.0009759145743273,0.0010265574060175,0.0028098198995969,0.0007465733732696,-0.0007654103214535,0.0034678092477503,-0.0119175137080781,0.0097934796817783,-0.0001708585106574,-0.000651862512502,0.0023567928876692,0.0057664145926421,-0.0013202048346067,0.0001046777233786,0.0069160475672839,0.0129369205953058,0.0025644895169722,-0.0022964045020765,-0.0042496471867859,-0.0062622713998644,-0.0068538988409798,-0.0170496233279847,0.0049711461060927,-0.0016039673181712,-0.0092681509979074,-0.0045808402479294,0.0061386779852591,0.0003247142588904,0.0027551831387481,0.0024716625816094,-0.0116627108253071,0.0039094625780653,-0.0146240291078624,0.0023732921087829,-0.0003770958340085,-0.0004896633885577,-0.0001169017118324,0.0003390505547047,-0.000708112743394,-0.0004202829159979,-0.0007706953127039,-0.0141417023709243,N
28_9000_30,0.0009097293117732,0.0003182392849061,0.0002992687222847,0.0035108294917384,0.0007781929503902,-0.0005661217856777,0.0002839007354318,0.0041016117703617,-0.0004616026499498,-0.0069911890658395,0.0006663098175152,0.0163133563854023,0.0002908646679133,-0.0036193930329799,0.0077219076027898,0.0119015957058435,-0.0039713995869052,0.0034078424563786,0.0098931176590755,0.008688653022435,0.0041871516762913,-0.0053573543086614,-0.0088016459060957,-0.0085131369831404,-0.0069965227481032,-0.0016714252520517,0.0017310519044173,-0.0070362546154357,-0.013637063623975,0.002078308809438,0.0027932710273362,0.0039353345335032,0.0028795221595706,0.0002230907945635,-0.0113541644470136,0.0025166108074323,-0.023072096601049,0.0010692720324774,0.0002914388148377,-0.0003173447853803,0.0014354595000129,0.0003841347041357,0.001622552017597,0.0005817729876248,0.0002413539810556,-0.0042338364260314,N
29_9000_30,0.0005092351248893,-0.0007105016967782,-0.0008467304929951,-0.0006852970466071,4.603215680871874e-05,0.0004022469435369,0.000188881929198,-0.0010368040885094,0.0004374761413307,-0.0069488136984401,-0.0030666465222341,-0.0024269227991558,0.0030552499415002,-0.0010302182057971,-0.0024496782549164,0.0066041768721882,0.0001585505273182,0.0275944766598698,0.0044691696276415,0.0050389463986281,-0.0109553891772372,-0.0094190846041189,-0.0287621715655658,-0.0044123686692482,-0.0160288787248935,-0.0037534129537232,-0.002352703098144,-0.0030120361018556,-0.009579793190688,0.0149757371557778,-0.0013862576684843,-0.0022322671522648,-0.0057032763828616,0.0100613364001948,0.0002122854440738,-0.0006609448084921,0.0084601387918777,-0.0007565063999021,0.0002732541321706,0.0007512140474556,-5.301695493348404e-05,0.0006495621724229,-0.0004518893880821,0.0008899518603541,-1.4500435486990927e-05,-0.0018226274358365,N
30_9000_30,0.0030444406129045,0.0005115054671846,0.0017730443318144,-0.00131697525345,-0.000441736935922,-0.0017244511749446,0.0001179288934309,-0.0008661798171663,-0.0018432252601017,-0.0145124333540801,-0.0149696556728017,0.0080085722701802,0.0006169000167242,-0.0015233813125574,0.0006561310953122,0.0058202290662128,-0.0013256339674056,0.0071235905647561,0.00663179408287,0.0087967882396792,-0.0042759977828974,-0.0043179318248657,-0.0104009852616481,-0.0068995719496127,-0.0117631670492045,0.0068486431637475,0.0058242497134678,-0.0152710429085096,-0.000155875717031,0.0002466078305716,0.0017107527210791,0.0039570999835645,6.48303433481884e-05,0.003318386420346,-3.989332797717215e-05,0.0059735242338953,0.0094977058960161,0.0015476119536187,-0.0013015767915085,0.0008051947418944,-0.0005233464695097,0.0002579159975142,-0.0025584535512062,0.00299104640268,0.0004223680160009,0.0013415497123486,N
